,Restaurant_Name,Zip code,Restaurant_Rating,Restaurant_latitude,Restaurant_longitude
611,Hecho En Mexico,78741,4.0,30.2236087806246,-97.7037840109176
612,Sabor A Honduras,78741,4.0,30.2392468046738,-97.7196483165448
613,El Taquito,78741,4.0,30.243582,-97.730586
614,Java Noodles,78741,3.5,30.229426,-97.729323
615,Cafe Nena'i,78741,4.5,30.22724,-97.70237
616,La Hawaiina,78741,5.0,30.23118,-97.73331
617,Taco More - Austin,78741,4.0,30.240271,-97.728518
618,Salsa and Kimchi,78741,4.5,30.2430958,-97.7304608
619,Rosita's Al Pastor,78798,4.0,30.2418985962868,-97.728518396616
620,Taqueria Peloncitos,78744,5.0,30.19279,-97.73865
621,Casa Vallarta,78744,4.0,30.2066289755201,-97.7182224020362
622,Taqueria Lopez,78744,4.5,30.20252,-97.75236
623,La Placita,78744,4.0,30.19468,-97.74511
624,El Meson,78744,4.0,30.2077252417803,-97.7210504561663
625,El Regio,78744,4.0,30.19345,-97.74415
626,Domino's Pizza,78744,4.0,30.1920884765049,-97.738593108952
627,Pleasant Valley Market,78744,3.0,30.19345,-97.74415
628,Sonic Drive-In,78744,2.5,30.1929624913091,-97.7394054830074
629,Little Caesars,78744,3.0,30.18045334244,-97.7479720737229
630,Church's Chicken,78744,2.0,30.19231,-97.73861
631,Tuk Tuk Thai Cafe,78745,4.0,30.21589,-97.79683
632,Taqueria Morales,78745,4.5,30.2003265,-97.8000062
633,The Tipsy Pizza,78745,4.0,30.209454,-97.782287
634,Cherry Creek Catfish,78745,4.0,30.2146892056764,-97.7993884507873
635,Totopos Mexican Grill,78745,4.5,30.19307,-97.77807
636,Rusty Cannon Pub,78745,3.5,30.20985,-97.7820799
637,Emojis Grilled Cheese Bar,78745,4.0,30.203634262085,-97.7858963012695
638,First Wok,78745,4.0,30.2078941688822,-97.7810110687044
639,Aviator Pizza & Drafthouse,78745,4.5,30.19524,-97.7774
640,Casa Garcia's,78745,4.0,30.202119,-97.806249
641,Taqueria Arandas,78745,4.0,30.2166,-97.7989
642,Lotus Joint,78745,5.0,30.2238363197946,-97.8022950682028
643,Tutty Frutty,78745,4.0,30.1973787656538,-97.785772622091
644,Cilantro's,78745,3.5,30.2102146148682,-97.786979675293
645,Jalapeños Taco Bar,78745,3.5,30.2031973923104,-97.8057224303484
646,Mami's Taco's,78745,4.5,30.199933122366,-97.8080944184235
647,The Vegan Yacht,78745,4.0,30.2188160252696,-97.7954140305519
648,Full English,78745,3.5,30.21888,-97.79565
649,Old School Kolaches,78745,5.0,30.2153869,-97.7960118
650,D K Sushi Restaurant,78745,3.5,30.200511932373,-97.7860488891602
651,CAVA,78746,4.5,30.2729144,-97.8000585
652,Villarina's Pasta & Fine Foods,78646,4.5,30.273205,-97.800709
653,Blue Dahlia Bistro,78746,4.0,30.278640289503,-97.80777385929
654,Las Palomas Restaurant & Bar,78746,3.5,30.271881,-97.800071
655,Texas Honey Ham Company,78746,4.5,30.280861,-97.807227
656,Marye's Gourmet Pizza,78746,4.5,30.2788789699226,-97.807303494104
657,Blenders and Bowls - Westlake,78746,4.5,30.28068,-97.80693
658,Modern Market,78746,4.0,30.2727063,-97.8002069
659,Lotus Hunan,78746,3.5,30.2730240104014,-97.7994064273714
660,Jewhungry?,78704,5.0,30.22565,-97.76274
661,Vaquero's Cafe and Cantina,78746,4.0,30.27087,-97.81717
662,The Big Kahuna,78756,4.5,30.321166,-97.739538
663,Peoples Rx,78746,4.5,30.2756214141846,-97.8164367675781
664,Great Harvest Bread Company,78746,4.0,30.2728,-97.80017
665,One Taco,78746,4.5,30.269653,-97.817123
666,Agostino's Pizza,78701,4.5,30.25922,-97.73889
667,Bombay Grill Indian Restaurant,78746,3.5,30.2733634858159,-97.8003334018488
668,Jason's Deli,78746,3.5,30.275263,-97.800574
669,The Halal Gurus,78704,4.5,30.2419105269154,-97.7595381896206
670,Pinch,78705,4.5,30.2876780434401,-97.7427316687172
671,Papa John's Pizza,78747,2.5,30.1573804355088,-97.7442133790006
672,The Hive Austin,78748,5.0,30.1677174121141,-97.8305261582136
673,Independence Fine Foods,78748,4.5,30.1709841777231,-97.8242614473602
674,Valentina's Tex Mex BBQ,78748,4.5,30.15305,-97.833834
675,Shogun,78748,4.0,30.171155,-97.824218
676,Sala Thai Food,78748,4.0,30.1731959,-97.8261511
677,DK Maria's Legendary Tex-Mex,78748,3.5,30.1712025480873,-97.8226957842707
678,Hummus Cuisine,78748,4.5,30.15364,-97.83376
679,Panchita Taco Taco,78748,3.5,30.17204,-97.82589
680,China Dynasty,78748,3.5,30.1748971751422,-97.8269238407532
681,Local Yokel,78748,3.5,30.169317,-97.826674
682,Dave's Tacos,78748,5.0,30.15364,-97.83376
683,Papa Murphy's,78748,4.5,30.174857,-97.824144
684,Southside Flying Pizza,78748,3.0,30.15193,-97.83394
685,Thundercloud Subs,78748,3.5,30.1712207,-97.8234997
686,Taco Cabana,78748,2.0,30.175146,-97.822418
687,Taqueria Mina,78748,4.5,30.1791925340331,-97.8400701685348
688,Tacos Diaz,78748,5.0,30.1644039154053,-97.823616027832
689,Urban Coyote,78748,2.0,30.1707038879395,-97.8261260986328
690,Domino's Pizza,78748,3.0,30.172903,-97.822082
691,Old School Kolaches,78745,5.0,30.2153869,-97.7960118
692,Evangeline Café,78745,4.0,30.2020969264389,-97.8386570037048
693,North By Northwest Restaurant & Brewery - Slaughter,78749,3.5,30.200065,-97.867946
694,Cypress Grill,78749,4.0,30.22378213933,-97.8389456767437
695,Whitfield's BBQ,78748,4.5,30.19387,-97.84268
696,Alma's Tacos,78745,4.0,30.2009,-97.83835
697,Mandola's Italian,78749,3.5,30.22135,-97.83949
698,Torchy's Tacos,78749,4.0,30.22135,-97.83949
699,Taco n' Mama,78748,5.0,30.1950659690457,-97.8432855329049
700,Chuy's,78749,3.5,30.217729,-97.841512
701,BurgerFi,78749,3.5,30.2006086946311,-97.8689930623065
702,Kerbey Lane Cafe,78749,3.5,30.222755432098,-97.841308593813
703,400 Rabbits Bar,78739,3.5,30.199722,-97.869529
704,Cheddar's Scratch Kitchen,78749,3.0,30.2198853131613,-97.8385018749288
705,Casa Arandinas,78748,3.5,30.19387,-97.84268
706,Jet's Pizza,78748,4.0,30.194436,-97.842522
707,The Coffee Bean & Tea Leaf,78749,4.0,30.200476,-97.869805
708,Nanami Sushi Bar & Grill,78748,3.5,30.1934934475843,-97.8429376894383
709,Yanagi,78749,3.5,30.223993,-97.839499
710,Wholy Bagel,78749,4.5,30.2236706391258,-97.8387865238803
711,Flores Mexican Restaurant,78749,3.0,30.2230527605093,-97.8428162365291
712,Fresh Heim,78750,4.5,30.461817,-97.795588
713,Ola Poke,78750,4.0,30.44621,-97.78661
714,183 Grill Austin,78750,4.5,30.4583013084103,-97.79181843742
715,Papalote Taco House,78750,4.0,30.4433680264628,-97.7841979675734
716,Reale's Pizza & Café,78750,4.0,30.446430803618,-97.7910671534424
717,The Melting Pot - Austin,78750,4.0,30.4458990191517,-97.7859183888855
718,Midori Sushi,78750,4.5,30.4487123886129,-97.7877934717583
719,Davod's Mediterranean Market & Restaurant,78750,4.5,30.4497575,-97.7897605
720,Cover 2,78750,4.0,30.457156,-97.791483
721,Nanking Restaurant,78750,4.0,30.4465741686715,-97.7917752566223
722,Shanghai Noodle House,78750,3.5,30.4474449157715,-97.804328918457
723,The Back Porch,78750,3.5,30.4619156031557,-97.815316418966
724,Kerbey Lane Cafe,78750,3.0,30.447243,-97.787095
725,Goya,78750,4.5,30.4619317261897,-97.795398272574
726,Pita Fusion - Lake Creek,78750,4.5,30.462001,-97.795169
727,Osaka Mansun Restaurant,78750,4.0,30.4484676607638,-97.7920927010193
728,Texas Roadhouse,78750,3.5,30.4468938956666,-97.7887151436554
729,The Mill Bar & Grill,78729,5.0,30.45227,-97.78107
730,Cheddar's Scratch Kitchen,78750,3.5,30.4459905863115,-97.7878159672808
731,Hunan Bistro,78750,4.0,30.4476,-97.81077
732,The Brewtorium Brewery & Kitchen,78752,4.5,30.3258884311273,-97.7175339123001
733,Bun Belly,78751,4.0,30.31124,-97.71505
734,Kitchen Window,78751,5.0,30.30608,-97.71523
735,Sala and Betty,78751,4.5,30.31318,-97.71476
736,Turntable Eatery,78751,4.5,30.31281,-97.7150599
737,The Halal Corner,78723,4.0,30.306225107038,-97.7076307296322
738,Gino's Vino Osteria,78723,4.5,30.307265,-97.706995
739,Colleen's Kitchen,78723,4.0,30.2984,-97.704748
740,The Big Kahuna,78756,4.5,30.321166,-97.739538
741,Uchiko,78756,4.5,30.31067,-97.74
742,Drink Well,78751,4.0,30.31728,-97.72062
743,Titaya's Thai Cuisine,78751,4.0,30.3236051867619,-97.7273681944428
744,Workhorse Bar,78751,4.0,30.31771,-97.721675
745,Van's Banh Mi,78751,5.0,30.31739,-97.72109
746,MezzeMe Mediterranean Kitchen,78751,4.5,30.315702,-97.733463
747,ASTI Trattoria,78751,3.5,30.30499,-97.72646
748,Kome Sushi Kitchen,78751,4.0,30.314106,-97.714511
749,Picnik,78756,4.5,30.3189735054924,-97.7391379775419
750,Julio's Café,78751,4.0,30.30495,-97.72617
751,Foreign & Domestic,78751,3.5,30.3171071,-97.7196383
752,The Brewtorium Brewery & Kitchen,78752,4.5,30.3258884311273,-97.7175339123001
753,Fresko Eats,78752,5.0,30.336406890935,-97.7167392256561
754,Royal Jelly,78752,4.5,30.3391,-97.71703
755,Chago's Caribbean Cuisine,78752,4.5,30.3402583550962,-97.7169592670936
756,Black Star Co-op Pub & Brewery,78752,4.0,30.3381716531677,-97.7188450098038
757,Heo Eatery,78752,4.5,30.3308502022095,-97.7235301584005
758,Lima Criolla,78752,4.0,30.3260568380981,-97.7076581067457
759,Stiles Switch BBQ & Brew,78757,4.0,30.33452,-97.72169
760,Taqueria Gardenia,78752,4.5,30.3341023,-97.7066095
761,Pappadeaux Seafood Kitchen,78752,4.0,30.3253,-97.70515
762,Arpeggio Grill,78752,4.0,30.3309659,-97.7155318
763,Michi Ramen,78752,3.5,30.33331,-97.72131
764,Jang's Chimac Cafe,78752,4.0,30.3340600057404,-97.7164900302887
765,Vivo Austin,78752,4.0,30.3254085112821,-97.7085228255478
766,101 By Teahaus,78752,4.0,30.33712,-97.71728
767,Brazas Taco House,78752,4.5,30.33406,-97.7164899
768,Ola Poke,78752,4.0,30.335921,-97.720494
769,Kura Revolving Sushi Bar,78752,4.0,30.3375294200535,-97.7175760904836
770,Chosun Korean BBQ,78752,3.5,30.329818,-97.706662
771,Vigilante Gaming Bar,78752,4.0,30.3394025962971,-97.7183186262846
772,Oakwood BBQ,78753,4.0,30.37792,-97.6795
773,Korean Grill,78753,4.5,30.378910719879,-97.6867842656067
774,Rogers Boyz BBQ,78753,5.0,30.3772761880226,-97.6746908202767
775,Santorini Cafe,78753,4.5,30.3876,-97.68399
776,College RoadHouse,78753,4.5,30.3646543475126,-97.6943624764681
777,First Chinese Barbecue,78753,4.0,30.3788135342932,-97.6864677649429
778,Tacos Y Tortas El Chilango,78753,4.5,30.3762,-97.68926
779,New Fortune Chinese Seafood Restaurant,78753,4.0,30.3776346736639,-97.6879827004826
780,Peace Bakery and Deli,78753,4.5,30.381804,-97.687232
781,Tortilleria Rio Grande,78753,4.0,30.37612,-97.67356
782,Rice Bowl Cafe,78753,4.0,30.382525452192,-97.6885507713028
783,Pho Saigon Noodle House,78753,4.0,30.3780509244419,-97.6873283075485
784,Balkan Cafe & Grill,78753,4.5,30.3876,-97.68399
785,Chuy's,78753,4.0,30.3751687,-97.6905747
786,The Halal Gurus,78753,5.0,30.374721,-97.6723151
787,2N1 Salad Bar and Grill,78758,4.5,30.38264,-97.68884
788,Baguette House,78753,4.0,30.3771243408178,-97.6868110876968
789,Los Catrachos,78753,3.5,30.3745727539062,-97.6718673706055
790,Ross' Old Austin Cafe,78753,4.0,30.3884431070727,-97.6838314533234
791,Duy Vietnamese Restaurant,78753,4.0,30.3781484037916,-97.6877042634458
792,Rogers Boyz BBQ,78753,5.0,30.3772761880226,-97.6746908202767
793,Tortilleria Rio Grande,78753,4.0,30.37612,-97.67356
794,Taco hot,78753,5.0,30.3504239156208,-97.6764644833017
795,The Halal Gurus,78753,5.0,30.374721,-97.6723151
796,Los Catrachos,78753,3.5,30.3745727539062,-97.6718673706055
797,Ken's Subs Tacos & More,78754,4.0,30.35157,-97.67574
798,Mí Casa Market,78754,4.0,30.376633,-97.659807
799,Vazquez Restaurant,78753,4.0,30.3754185391101,-97.6729624291532
800,Buddy's Mexican Grill,78754,3.0,30.34642,-97.67688
801,Sabe,78753,5.0,30.37688,-97.67748
802,La Montaña Tacos,78753,4.5,30.37688,-97.67748
803,DaBest Eats Food Truck,78754,5.0,30.3515,-97.67526
804,Whataburger,78753,2.5,30.3754275897185,-97.6761656999588
805,Pizza Hut,78753,1.5,30.3745727539062,-97.6718673706055
806,Subway,78753,4.5,30.3766918182373,-97.6732864379883
807,Jack In the Box,78753,2.0,30.376088439567,-97.6731408889883
808,Saffron,78731,4.5,30.35501,-97.7555
809,Street,78731,4.0,30.35675,-97.74736
810,Brama Restaurant,78757,4.5,30.36622,-97.73872
811,Troy,78759,4.5,30.371765,-97.756428
812,Barley Swine,78757,4.5,30.3412737661652,-97.7383886364151
813,Jack Allen's Kitchen,78757,4.0,30.3612,-97.73943
814,Falafel Fusion,78731,5.0,30.35292,-97.75394
815,Be More Pacific,78757,4.0,30.36068,-97.74139
816,Biderman's Deli,78731,4.0,30.356237,-97.758033
817,Tacos Ivan,78731,4.5,30.352,-97.75657
818,Hao-Q Asian Kitchen,78731,4.0,30.3562298,-97.7580338
819,Cabo Bob's Burritos,78757,4.0,30.3601,-97.74075
820,Three Little Pigs,78757,4.5,30.340254,-97.738615
821,Eldorado Cafe,78757,4.5,30.36198,-97.74246
822,Yard Bar,78757,4.0,30.34303,-97.73921
823,Azul Tequila,78731,4.0,30.3427391,-97.7640076
824,Austin Terrier,78731,4.0,30.357109,-97.748635
825,Snap Kitchen,78731,4.5,30.353009,-97.7540296
826,Apolonia Catering,78755,5.0,30.35416,-97.75496
827,Bufalina Due,78757,4.0,30.3413560722054,-97.7385051851856
828,The Peached Tortilla,78756,4.0,30.33075,-97.74021
829,The Big Kahuna,78756,4.5,30.321166,-97.739538
830,Picnik,78756,4.5,30.3189735054924,-97.7391379775419
831,Jewboy Burgers,78756,5.0,30.3212704266421,-97.739480091546
832,Chi'Lantro,78756,4.0,30.3245593141276,-97.740055874205
833,Olive & June,78703,4.0,30.30726,-97.75113
834,Budare's Venezuelan Food,78756,4.5,30.32118,-97.7395
835,Uchiko,78756,4.5,30.31067,-97.74
836,The Peached Tortilla,78756,4.0,30.3252124786377,-97.7383422851563
837,Titaya's Thai Cuisine,78751,4.0,30.3236051867619,-97.7273681944428
838,T-Loc's Sonora Hot Dogs,78756,5.0,30.3211689,-97.7395055
839,Stinson's,78756,4.0,30.3151275,-97.7417583
840,Billy's on Burnet,78756,4.0,30.3220291137695,-97.7397613525391
841,MezzeMe Mediterranean Kitchen,78751,4.5,30.315702,-97.733463
842,Gusto Italian Kitchen & Wine Bar,78756,3.5,30.3183136593457,-97.7399416283112
843,The B's Kitchen -Vietnamese & Asian Cuisine,78756,5.0,30.3212623822948,-97.7399045298369
844,Heo Eatery,78752,4.5,30.3308502022095,-97.7235301584005
845,Way South Philly Deli,78756,4.5,30.3243479175908,-97.7399788442358
846,Citizen Eatery,78756,4.5,30.3216936764352,-97.7389393582665
847,Pinthouse Pizza,78756,4.0,30.3187905381179,-97.7391115483136
848,Haru Ramen,78757,4.5,30.3547112891156,-97.7329172375578
849,Hi Wings,78757,4.5,30.3552293403268,-97.7326987285584
850,Wild Chix & Waffles,78757,4.0,30.3544629161613,-97.7323084687866
851,Brama Restaurant,78757,4.5,30.36622,-97.73872
852,Nosh & Bevvy,78757,4.0,30.3654772101226,-97.7288885435165
853,DeSano Pizzeria Napoletana,78757,4.5,30.35851,-97.73065
854,Jack Allen's Kitchen,78757,4.0,30.3612,-97.73943
855,Barley Swine,78757,4.5,30.3412737661652,-97.7383886364151
856,Bartlett's,78757,4.0,30.3567047119141,-97.7312469482422
857,T22 Chicken Joint,78757,4.0,30.34801,-97.73535
858,Be More Pacific,78757,4.0,30.36068,-97.74139
859,Noori's Grill,78757,5.0,30.35679,-97.73269
860,Street,78731,4.0,30.35675,-97.74736
861,Hopdoddy Burger Bar,78757,4.0,30.357621,-97.733102
862,SLAB BBQ & Beer,78758,4.5,30.3713101540255,-97.7246514312134
863,Ramen Tatsu-Ya,78758,4.0,30.361239468932,-97.715247647945
864,Kiwami Ramen,78757,3.5,30.358733,-97.734482
865,Cabo Bob's Burritos,78757,4.0,30.3601,-97.74075
866,Fresko Eats,78752,5.0,30.336406890935,-97.7167392256561
867,Three Little Pigs,78757,4.5,30.340254,-97.738615
868,Lotus + Cleaver,78758,4.5,30.40101,-97.72247
869,Halal Bros,78758,4.5,30.39257,-97.70742
870,Zaika Indian Contemporary Cuisine,78758,4.5,30.37257,-97.72378
871,Andiamo Ristorante,78758,4.0,30.382337,-97.723175
872,Chi'Lantro,78758,4.0,30.39442,-97.720184
873,North Italia,78758,4.0,30.4022781469848,-97.7259850502014
874,Bazille,78758,4.5,30.4022442392014,-97.7204028617381
875,SLAB BBQ & Beer,78758,4.5,30.3713101540255,-97.7246514312134
876,Sway,78758,4.0,30.4004932869176,-97.7227822272256
877,Cluck-N-Burger,78758,5.0,30.38409,-97.71473
878,Lebowski's Grill,78757,4.5,30.37186,-97.72586
879,Gringa's Street Tacos,78758,4.0,30.38413,-97.72339
880,Mia Italian Tapas & Bar,78758,4.0,30.4010480276062,-97.7229421220703
881,Copper Restaurant & Dessert Lounge,78758,4.0,30.4004963655268,-97.7271404662891
882,Velvet Taco,78758,4.0,30.40101,-97.72247
883,Kabobzi Mediterranean Grill,78758,4.5,30.39573,-97.71953
884,Xian Noodles,78758,4.0,30.4010543570803,-97.727352976799
885,Second Bar + Kitchen,78758,4.0,30.4023750200579,-97.721345834434
886,Thai Kun,78758,4.0,30.4016022028548,-97.7223529556808
887,Beirut,78758,4.5,30.3961942,-97.7279217
888,Honest Mary's,78759,4.5,30.39447,-97.74826
889,Roaring Fork,78759,4.0,30.40064,-97.73747
890,Baretto,78759,4.5,30.398676,-97.749059
891,Knotty Deck & Bar,78759,4.0,30.3916541687047,-97.7499180085005
892,Estância Brazilian Steakhouse,78759,4.0,30.39326497962,-97.7474884023912
893,Truluck's,78759,4.5,30.3952662489598,-97.7454305690891
894,Eddie V's Prime Seafood,78759,4.5,30.389393,-97.752657
895,Poke House,78759,4.5,30.4061981042147,-97.7463034540415
896,North By Northwest Restaurant & Brewery - Stonelake,78759,3.5,30.39065,-97.73754
897,Red's Porch,78759,4.0,30.400058,-97.739168
898,Modern Market Eatery,78759,4.0,30.395069,-97.749307
899,Haru Sushi - formerly known Hanabi,78759,4.5,30.38673,-97.74074
900,Twin Lion Chinese Restaurant,78759,4.0,30.40031,-97.74784
901,Brio Tuscan Grille,78759,3.5,30.3934578445392,-97.7480925085724
902,Fire Bowl Cafe,78759,3.5,30.39447,-97.74826
903,i Fratelli Pizza North - Austin,78759,4.5,30.392389069451,-97.745244987309
904,Newk's Eatery,78759,4.0,30.3951521427765,-97.7509877814021
905,Bombay Bistro,78759,4.0,30.398689499479,-97.7474199440414
906,Z-Tejas Southwestern Grill,78759,3.5,30.38934,-97.75211
907,Biryani & Co.,78759,4.5,30.40681,-97.74673
908,888 Pan Asian Restaurant,78741,4.0,30.2296193570823,-97.7299686863661
909,Patsy's Cafe,78741,3.5,30.21353,-97.72814
910,Catfish Parlour - South,78741,3.5,30.213827340768,-97.7312575791563
911,Crossroads Farm to Truck,78744,4.5,30.2111843383557,-97.7361989021301
912,Casa Vallarta,78744,4.0,30.2066289755201,-97.7182224020362
913,Het Say Vietnamese Kitchen,78741,4.5,30.23015,-97.73257
914,Vic's Bar-B-Que,78741,3.5,30.2164459228516,-97.734733581543
915,Taqueria Hugo,78744,5.0,30.2126188196541,-97.7306199073792
916,Smart Flour Foods,78744,4.5,30.2124977111816,-97.7427444458008
917,Onion Creek Grille,78744,3.0,30.2144718170166,-97.7506256103516
918,El Meson,78744,4.0,30.2077252417803,-97.7210504561663
919,Bella Donna Subs,78744,4.0,30.212978,-97.731313
920,La Hawaiina,78741,5.0,30.23118,-97.73331
921,Don Juan,78741,3.5,30.21599,-97.73561
922,Casa Moreno's,78744,3.0,30.2129595726728,-97.732041478157
923,Java Noodles,78741,3.5,30.229426,-97.729323
924,El Super Taco,78741,4.5,30.23059,-97.73346
925,V's Southeast Munchiez,73301,4.5,30.2200984954834,-97.7490463256836
926,Tacos 3 Mayes,78741,4.5,30.2275414163818,-97.7271853440799
927,Hai Ky,78741,3.5,30.230788,-97.735009
928,Fresko Eats,78752,5.0,30.336406890935,-97.7167392256561
929,Royal Jelly,78752,4.5,30.3391,-97.71703
930,Pappadeaux Seafood Kitchen,78752,4.0,30.3253,-97.70515
931,Lima Criolla,78752,4.0,30.3260568380981,-97.7076581067457
932,Vivo Austin,78752,4.0,30.3254085112821,-97.7085228255478
933,Taqueria Gardenia,78752,4.5,30.3341023,-97.7066095
934,Arpeggio Grill,78752,4.0,30.3309659,-97.7155318
935,Jang's Chimac Cafe,78752,4.0,30.3340600057404,-97.7164900302887
936,Chosun Korean BBQ,78752,3.5,30.329818,-97.706662
937,Cenote,78723,4.0,30.3204456874673,-97.6969876885414
938,Sushi Japon & Hibachi Grill,78752,3.5,30.3285468288254,-97.7053593099294
939,Pappasito's Cantina,78752,3.5,30.3268833125071,-97.7049401481323
940,Los Jaliscienses,78723,4.0,30.321597,-97.702373
941,Brazas Taco House,78752,4.5,30.33406,-97.7164899
942,ñoños tacos,78753,4.5,30.3480349675096,-97.7032811567187
943,Pollo Regio,78723,4.5,30.31959,-97.6889
944,Texture Food and Drink,78752,3.5,30.32613,-97.7044
945,Shanghai Restaurant,78752,3.5,30.3294153,-97.7066257
946,Aguilera's Mexican Restaurant,78752,4.0,30.3265,-97.69241
947,Tex-Mex Joe's,78752,4.0,30.344343,-97.714959
948,Ramen Tatsu-Ya,78702,4.5,30.26326,-97.72624
949,Little Big Burger,78702,4.5,30.26263,-97.7248
950,The Hightower,78702,4.0,30.264821,-97.729488
951,Revelry Kitchen + Bar,78702,4.5,30.2637173006037,-97.7277220894538
952,Boteco,78702,5.0,30.26431,-97.72789
953,Suerte,78702,4.0,30.26228,-97.72331
954,Juniper,78702,4.0,30.25486,-97.71762
955,Easy Tiger,78701,4.0,30.2658004760742,-97.7356872558594
956,Austin Taco Project,78701,4.0,30.26506,-97.73862
957,DEE DEE,78702,4.5,30.25901,-97.71445
958,Moonshine Patio Bar & Grill,78701,4.5,30.26386,-97.73796
959,Lazarus Brewing,78702,4.5,30.26169,-97.72204
960,Chi'Lantro,78702,5.0,30.26426,-97.73078
961,Launderette,78702,4.0,30.25193,-97.72273
962,Hi Hat Public House,78702,4.5,30.26023,-97.71893
963,Chicken Lollypop,78702,5.0,30.27412,-97.72018
964,Salt & Time,78702,3.5,30.26266,-97.72113
965,The Grub House,78701,4.5,30.2674408,-97.7368622
966,Pitchfork Pretty,78702,4.0,30.25343,-97.71351
967,Hot Mess,78702,4.5,30.26212,-97.72452
968,The Beer Plant,78703,4.0,30.2965180811856,-97.7678042803603
969,Hula Hut,78703,3.5,30.2947120806306,-97.7843958519819
970,Food Food,78703,4.0,30.3042316436768,-97.7640686035156
971,Abel's On the Lake,78703,2.5,30.29493,-97.78381
972,The Big Kahuna,78756,4.5,30.321166,-97.739538
973,Rabbit Food Grocery,78703,5.0,30.2976016,-97.7673076
974,Pinch,78705,4.5,30.2876780434401,-97.7427316687172
975,Ceviche7,78705,5.0,30.29634,-97.74139
976,All My Ex's,78705,5.0,30.29154,-97.74146
977,Maudie's Café,78703,3.5,30.28281,-97.77557
978,Longhorn Chicken,78705,4.0,30.29051,-97.74464
979,Hot Mess,78702,4.5,30.26212,-97.72452
980,Van's Banh Mi,78751,5.0,30.31739,-97.72109
981,The Halal Gurus,78704,4.5,30.2419105269154,-97.7595381896206
982,Rollin Smoke BBQ,78702,4.5,30.2628836718604,-97.7268981039445
983,Ramona's Hummus & Pita,78702,5.0,30.264299,-97.7277308
984,Banh Mi Ngon,78756,5.0,30.31497,-97.74143
985,Pecos Tacos,78701,4.5,30.2699521,-97.7501068
986,Thai Kruefha,78702,4.0,30.26914,-97.72843
987,Cedars Crepes,78705,5.0,30.290598060101,-97.7447474375367
988,Roaring Fork,78701,4.0,30.2691040039062,-97.7419586181641
989,Second Bar + Kitchen,78701,4.0,30.2645939290629,-97.7444895054345
990,Austin Taco Project,78701,4.0,30.26506,-97.73862
991,CAVA,78701,5.0,30.26721,-97.74296
992,Easy Tiger,78701,4.0,30.2658004760742,-97.7356872558594
993,Corner,78701,4.0,30.264545,-97.74329
994,Moonshine Patio Bar & Grill,78701,4.5,30.26386,-97.73796
995,Stella San Jac,78701,4.0,30.2665762751589,-97.740525726058
996,The Hightower,78702,4.0,30.264821,-97.729488
997,The Backspace,78701,4.0,30.26685,-97.74043
998,The Grub House,78701,4.5,30.2674408,-97.7368622
999,True Food Kitchen,78701,4.5,30.2672474,-97.7520856
1000,Gus's World Famous Fried Chicken,78701,4.0,30.2634862,-97.7417305
1001,"Truluck's Seafood, Steak and Crab House",78701,4.5,30.26683,-97.74502
1002,Ramen Tatsu-Ya,78702,4.5,30.26326,-97.72624
1003,Eureka!,78701,4.0,30.2678427491661,-97.7412401139736
1004,Swift's Attic,78701,4.0,30.26563,-97.74337
1005,Parkside,78701,4.0,30.2670631408691,-97.7403259277344
1006,Sophia's,78701,4.0,30.26955,-97.74751
1007,Red Ash,78701,4.0,30.26588,-97.744672
1008,Olive & June,78703,4.0,30.30726,-97.75113
1009,Hopfields,78705,4.0,30.2985538576336,-97.7409893637848
1010,Uchiko,78756,4.5,30.31067,-97.74
1011,CAVA,78705,4.5,30.2885622487397,-97.741684423978
1012,Freedmen's,78705,4.0,30.288439,-97.747897
1013,The Big Kahuna,78756,4.5,30.321166,-97.739538
1014,Don Japanese Kitchen,78705,4.5,30.29284,-97.7417399
1015,Sushi Hi,78705,4.5,30.296,-97.74264
1016,Guild,78756,3.5,30.3060027879118,-97.7431749925017
1017,Picnik,78756,4.5,30.3189735054924,-97.7391379775419
1018,Korean Komfort,78705,4.0,30.30093,-97.73895
1019,Stinson's,78756,4.0,30.3151275,-97.7417583
1020,Via 313 Pizza - North Campus,78705,4.5,30.2978794228869,-97.7415114110085
1021,Taqueria Anyeli,78705,5.0,30.30179,-97.744874
1022,Cabo Bob's Burritos,78705,4.5,30.295789,-97.7442669
1023,Ceviche7,78705,5.0,30.29634,-97.74139
1024,34th Street Cafe,78705,3.5,30.3026485443115,-97.7452239990234
1025,Vino Vino,78751,4.0,30.3069966,-97.7352997
1026,Black's BBQ,78705,4.0,30.29855,-97.74109
1027,Jewboy Burgers,78756,5.0,30.3212704266421,-97.739480091546
1028,Haru Ramen,78757,4.5,30.3547112891156,-97.7329172375578
1029,Brama Restaurant,78757,4.5,30.36622,-97.73872
1030,Jack Allen's Kitchen,78757,4.0,30.3612,-97.73943
1031,Barley Swine,78757,4.5,30.3412737661652,-97.7383886364151
1032,Hi Wings,78757,4.5,30.3552293403268,-97.7326987285584
1033,Nosh & Bevvy,78757,4.0,30.3654772101226,-97.7288885435165
1034,Wild Chix & Waffles,78757,4.0,30.3544629161613,-97.7323084687866
1035,Be More Pacific,78757,4.0,30.36068,-97.74139
1036,T22 Chicken Joint,78757,4.0,30.34801,-97.73535
1037,DeSano Pizzeria Napoletana,78757,4.5,30.35851,-97.73065
1038,Street,78731,4.0,30.35675,-97.74736
